unit_nr,time_cycles,op_setting_1,op_setting_2,op_setting_3,s_1,s_2,s_3,s_4,s_5,s_6,s_7,s_8,s_9,s_10,s_11,s_12,s_13,s_14,s_15,s_16,s_17,s_18,s_19,s_20,s_21
1,1,-0.0007,-0.0004,100.0,518.67,641.8949663480156,1589.2817352510199,1400.456619349805,14.62,21.61,553.9569036531494,2388.0590730076597,9046.326146026126,1.3,47.479564876459214,521.4518025337665,2388.0200892737844,8138.769048965287,8.425036008439639,0.03,391.98362994742826,2388.0,100.0,39.00231938537831,23.43485207498353
1,2,0.0019,-0.0003,100.0,518.67,642.1424336276265,1591.4484242580515,1402.4769528856039,14.62,21.61,554.237593207072,2388.0692102734215,9045.395317687,1.3,47.51198269545801,522.395258839806,2388.0691885333767,8132.491385153453,8.43170079919199,0.03,392.07742500394136,2388.0,100.0,38.945362738572584,23.41672976575988
1,3,0.0043,0.0001,100.0,518.67,642.2942116841614,1587.6885352334912,1403.9633792799875,14.62,21.61,554.5219030887561,2388.0313226463445,9050.382977816313,1.3,47.25517467747467,522.5574255050107,2388.0294240063654,8132.443156657282,8.398671732885296,0.03,390.01184484531007,2388.0,100.0,38.966302216302225,23.326244212170167
1,4,0.0007,0.0,100.0,518.67,642.1452525574399,1582.9530062265387,1402.4564746853664,14.62,21.61,554.4199192782793,2388.042091756858,9049.468852177915,1.3,47.1511304721923,522.9324303684953,2388.0185653110666,8133.219904554185,8.382106516045377,0.03,391.822696872256,2388.0,100.0,38.862323046054634,23.36923996492337
1,5,-0.0019,0.0002,100.0,518.67,642.0232008523707,1589.166697737254,1401.2044544904873,14.62,21.61,554.0796421614248,2388.0491564282725,9048.435134224685,1.3,47.30774430560182,522.7396173829329,2388.049139368871,8134.195935973224,8.388567678313246,0.03,391.20848880966463,2388.0,100.0,38.733267178036265,23.364000793207726
1,6,0.0021,-0.0001,100.0,518.67,642.4493537806212,1590.3363923960067,1403.9031964803235,14.62,21.61,554.7822998417903,2388.029734846998,9046.96629780124,1.3,47.426046992006874,522.8343638034363,2388.0396530699677,8132.252075165863,8.414341177218764,0.03,392.17125295640545,2388.0,100.0,38.80654133473909,23.386976228448336
1,7,-0.0004,0.0003,100.0,518.67,642.5960666884089,1588.5099148414452,1405.3459223639084,14.62,21.61,555.0134323061304,2388.050245932753,9045.47477776252,1.3,47.35608653544769,523.8142497942747,2388.060778700508,8129.32459393116,8.401501808776176,0.03,392.9630243764337,2388.0,100.0,38.729210819615545,23.39784875030272
1,8,0.0012,-0.0002,100.0,518.67,642.655808629985,1591.3519810888292,1405.5853260336355,14.62,21.61,555.1830905413068,2388.0412447268664,9044.914877109732,1.3,47.51701982697244,523.9263152168376,2388.0316674829783,8126.960990619827,8.428442696234889,0.03,391.84878022213127,2388.0,100.0,38.6658586549903,23.457453607596847
1,9,-0.0032,0.0001,100.0,518.67,642.3654160440012,1590.1151150069654,1404.690755548625,14.62,21.61,554.8604007935614,2388.0292894260474,9046.297154030202,1.3,47.267582075320064,524.3204364476179,2388.038660620318,8127.691197379362,8.4007621247024,0.03,391.1270196012805,2388.0,100.0,38.58546830988577,23.387043691071714
1,10,0.0025,-0.0004,100.0,518.67,642.8177482051888,1591.9485732225728,1407.1603412122963,14.62,21.61,555.1567621278957,2388.0498233907906,9043.940655607577,1.3,47.59616921876238,524.8040300817736,2388.060380662832,8126.010332548744,8.443062536519875,0.03,393.04353594925954,2388.0,100.0,38.608264796722565,23.488640418587096
1,11,0.0011,0.0,100.0,518.67,642.9145214240908,1591.919764857224,1407.6704521447434,14.62,21.61,555.2660919869952,2388.0305597120864,9043.138551098536,1.3,47.57603954665166,524.9962425395296,2388.038991678448,8125.673226647038,8.446328668519673,0.03,393.6646039705346,2388.0,100.0,38.561814107494214,23.499817889140587
1,12,-0.0015,0.0002,100.0,518.67,642.817864868305,1590.2229715012863,1409.0623912726342,14.62,21.61,555.1850659624383,2388.0403130478107,9044.06325953374,1.3,47.49995533898761,525.3192828993755,2388.040459997206,8125.477200569547,8.43415388658095,0.03,391.9842553147239,2388.0,100.0,38.580573262693214,23.479363414631777
1,13,0.0006,-0.0003,100.0,518.67,643.0648472569541,1592.5409639774123,1410.1652512270193,14.62,21.61,555.4309702382952,2388.0497291535803,9043.317245729471,1.3,47.70596178559823,525.66009198663,2388.059872972692,8125.002492233175,8.456661428256183,0.03,394.06068925943913,2388.0,100.0,38.45420965915789,23.516187305578065
1,14,-0.0009,0.0001,100.0,518.67,642.9950814167628,1591.2048379586042,1412.0379265431804,14.62,21.61,555.232628593231,2388.0299036424676,9042.772216707162,1.3,47.52251368238644,526.0589662329152,2388.028225791594,8123.329068960827,8.433028000838293,0.03,392.7916246261115,2388.0,100.0,38.41311108751759,23.50983873527392
1,15,0.0018,-0.0002,100.0,518.67,643.2244874051157,1592.7179149238864,1411.8929469749778,14.62,21.61,555.5556219946001,2388.039010023669,9041.702840434604,1.3,47.72675397185752,526.1252569153497,2388.050899550541,8119.214824556591,8.456243830262627,0.03,395.04396900877595,2388.0,100.0,38.354354942047514,23.56718842786194
1,16,-0.002,0.0,100.0,518.67,643.1191981907793,1592.559665756942,1412.1256723109036,14.62,21.61,555.484179484319,2388.039828506009,9042.290050598554,1.3,47.6584679921701,526.5529115572025,2388.0394137342646,8119.983524521547,8.457478042256435,0.03,393.66305331112295,2388.0,100.0,38.35762118419332,23.533774432521334
1,17,0.0003,0.0002,100.0,518.67,643.3919189852058,1593.766095040447,1414.0351215083112,14.62,21.61,555.8364068913664,2388.0498081910587,9041.183929936698,1.3,47.7706917283418,527.0315884807859,2388.0594826329802,8117.141235000992,8.491231342842191,0.03,395.3094697027884,2388.0,100.0,38.301138716474775,23.579136025739118
1,18,0.001,-0.0001,100.0,518.67,643.3232415135354,1594.5040965003213,1414.8135418738232,14.62,21.61,555.866605544626,2388.0401671709915,9040.774542563851,1.3,47.82864916886843,527.4151166641043,2388.028963374471,8116.215414327725,8.492017973911404,0.03,396.28903362410944,2388.0,100.0,38.28233000558581,23.62915104062766
1,19,-0.0013,0.0003,100.0,518.67,643.2587730984981,1593.8576244700064,1416.1886152400655,14.62,21.61,555.5969892685881,2388.0296001436627,9041.051876547706,1.3,47.71525315323543,527.3767734941237,2388.0393659778274,8116.272435819823,8.46740344190653,0.03,394.9415152841397,2388.0,100.0,38.192370247532864,23.585316683884557
1,20,0.0024,-0.0002,100.0,518.67,643.5687661775883,1595.4264060928122,1416.8928476285803,14.62,21.61,555.8821453021798,2388.050339525347,9040.293004051247,1.3,47.94192560076978,528.0366336024309,2388.050414640014,8114.626106326906,8.502158090763603,0.03,396.0841784732734,2388.0,100.0,38.13527567905434,23.646358087421206
1,21,-0.0006,0.0001,100.0,518.67,643.45757704647,1594.868162670939,1417.23907035027,14.62,21.61,555.7490785403187,2388.040729193211,9041.249795060652,1.3,47.8302966929494,528.0803054606639,2388.0398166159634,8113.384337732068,8.482756755210925,0.03,394.44184583682426,2388.0,100.0,38.10379800694073,23.638716531392628
1,22,0.0016,-0.0001,100.0,518.67,643.75172992385,1595.997709141579,1419.071280247649,14.62,21.61,555.9933002579629,2388.0501119149208,9039.405069240915,1.3,48.01450825484983,528.4891841542558,2388.0503184843697,8112.869858186362,8.50862034378214,0.03,396.7321820914473,2388.0,100.0,38.10674280776186,23.70505295065889
1,23,-0.001,0.0002,100.0,518.67,643.7592675297022,1595.2712113659982,1417.9503288267933,14.62,21.61,555.9796080661708,2388.040253277751,9040.57494088743,1.3,47.90224781179891,529.0774737068575,2388.0403507142673,8110.337486231221,8.500461600840708,0.03,395.9319588228734,2388.0,100.0,38.10067103237004,23.639564485532702
1,24,0.002,-0.0003,100.0,518.67,643.8525068292993,1596.8538624481082,1419.3934994103265,14.62,21.61,556.22491787938,2388.0500382738355,9039.406845739639,1.3,48.051858993874596,528.6774824869285,2388.0612797648996,8109.665898165844,8.519600471020611,0.03,396.75168676916513,2388.0,100.0,37.98448323672923,23.70002796832117
1,25,0.0008,0.0,100.0,518.67,644.0842959021884,1596.6667664185516,1419.7733165877125,14.62,21.61,556.1847031131575,2388.040000060766,9039.082611307518,1.3,48.08438838260651,529.2001058821547,2388.029667828863,8111.29699948221,8.533669542053516,0.03,398.1654590383411,2388.0,100.0,37.965635283990366,23.727684457592975
1,26,-0.0017,0.0003,100.0,518.67,643.7882535897674,1596.1255290239058,1421.0279407737853,14.62,21.61,556.0793588614365,2388.0394804512675,9039.42144763599,1.3,48.01044065336981,529.4314177778905,2388.0385688758447,8108.607564028113,8.511599241731354,0.03,397.462587332517,2388.0,100.0,37.9606212551078,23.729498834829975
1,27,0.0013,-0.0001,100.0,518.67,644.1377628664007,1597.5163208022095,1421.3891720141144,14.62,21.61,556.1765921487174,2388.050227887689,9038.805164002133,1.3,48.094672699931245,529.528199520137,2388.0510341738805,8108.083531107042,8.543101203141504,0.03,397.72748810400367,2388.0,100.0,37.89168900070132,23.77377100780099
1,28,-0.0008,0.0002,100.0,518.67,644.0608071765781,1597.0830284033095,1423.5032897113435,14.62,21.61,556.229893809992,2388.039929950016,9039.688631338271,1.3,47.95797584040531,530.2621804750013,2388.0396787769787,8106.285154737098,8.526805777081337,0.03,396.80603783353524,2388.0,100.0,37.91219591857608,23.760239534991037
1,29,0.0019,-0.0002,100.0,518.67,644.3389265065143,1598.8410756912026,1423.944904529002,14.62,21.61,556.3539937838386,2388.051507159357,9038.665213549197,1.3,48.20165662905999,530.9964779106465,2388.061080077007,8105.160382698689,8.554166092430364,0.03,399.0545314283409,2388.0,100.0,37.763850890061576,23.78478501848885
1,30,-0.0012,0.0001,100.0,518.67,644.2472270751394,1597.8031166965825,1423.7934829161436,14.62,21.61,556.3271067213539,2388.0411328742903,9039.451201877235,1.3,48.04811521671769,530.985312390913,2388.0403715051243,8104.047166208736,8.547558682802123,0.03,398.37314535425065,2388.0,100.0,37.78204303739691,23.765060251270178
1,31,0.0022,-0.0003,100.0,518.67,644.5126800748917,1599.2560102206592,1425.1511987929591,14.62,21.61,556.4955219531842,2388.0502778239284,9038.533858486164,1.3,48.212801261296605,531.4518543157184,2388.0498729233886,8102.441444662114,8.555498258848893,0.03,398.7168898739521,2388.0,100.0,37.73354076369778,23.835975891039656
1,32,0.0005,0.0,100.0,518.67,644.526843855871,1600.1259835571643,1426.7188101326708,14.62,21.61,556.6141436086875,2388.0394505703107,9038.00450427526,1.3,48.284004250462445,531.9855584436082,2388.030337975397,8101.154732415396,8.565880865802598,0.03,400.0576784437087,2388.0,100.0,37.65153174036367,23.850777647131107
1,33,-0.0018,0.0002,100.0,518.67,644.3992987811853,1598.9431902030299,1427.9449521066051,14.62,21.61,556.4107949677098,2388.0391990221947,9038.914497589438,1.3,48.098395169144744,532.3280773919583,2388.041890595811,8101.84037289947,8.556198379934237,0.03,399.4218250841293,2388.0,100.0,37.667412314642824,23.82732269528223
1,34,0.0014,-0.0001,100.0,518.67,644.7369715651287,1600.5418123942152,1429.8035746534715,14.62,21.61,556.6088546761935,2388.0508576674124,9037.754477757346,1.3,48.257499291282784,532.3218742160365,2388.0520126629463,8099.187689201198,8.579112115110636,0.03,399.61744145320745,2388.0,100.0,37.62905185785171,23.87749560732239
1,35,-0.0009,0.0001,100.0,518.67,644.5672969543289,1599.5138907649718,1431.1536665763151,14.62,21.61,556.7722869339576,2388.040189189255,9038.244778399858,1.3,48.14842065781549,532.9748674907286,2388.0400672326186,8100.169292236383,8.576514089221774,0.03,398.7032957409972,2388.0,100.0,37.623199176264066,23.863711714359315
